AdCode,OriginalRows,PerfectRows,RetainedRows,AvgMissingInRetained,PerfectBlocks,FilteredBlocks
321203,367,123,100,0.0,13,10
321281,1669,238,100,0.0,24,10
321204,1388,129,100,0.0,13,10
321283,1685,63,100,0.37,7,10
321183,1069,416,100,0.0,42,10
321282,1473,500,100,0.0,50,10
321323,1362,215,100,0.0,22,10
320924,1227,360,100,0.0,36,10
320281,5952,1583,100,0.0,159,10
321311,993,400,100,0.0,40,10
330108,1173,77,100,0.38,8,10
330105,1981,207,100,0.0,21,10
330102,2125,153,100,0.0,16,10
330182,1054,110,100,0.0,11,10
321302,2320,890,100,0.0,89,10
330106,3683,150,100,0.0,15,10
330127,1903,137,100,0.0,14,10
330111,1685,208,100,0.0,21,10
321181,2157,836,100,0.0,84,10
330112,1489,176,100,0.0,18,10
330122,1228,165,100,0.0,17,10
330109,5059,355,100,0.0,36,10
321324,1501,616,100,0.0,62,10
330211,3131,592,100,0.0,60,10
330226,1832,207,100,0.0,21,10
330305,291,29,100,1.84,3,10
330206,3579,1138,100,0.0,114,10
330213,2346,246,100,0.0,25,10
330203,2109,551,100,0.0,56,10
330110,4362,422,100,0.0,43,10
330329,467,44,100,0.68,5,10
330328,605,52,100,1.04,6,10
330304,2292,424,100,0.0,43,10
330225,2784,704,100,0.0,71,10
330281,4942,761,100,0.0,77,10
330326,2891,464,100,0.0,47,10
330302,3301,498,100,0.0,50,10
321322,3032,671,100,0.0,68,10
330411,1142,96,100,0.04,10,10
330324,2957,162,100,0.0,17,10
330212,3635,1008,100,0.0,101,10
330424,1497,319,100,0.0,32,10
330205,3373,1684,100,0.0,169,10
330402,2218,361,100,0.0,37,10
330421,3597,204,100,0.0,21,10
330503,1795,183,100,0.0,19,10
330382,4049,688,100,0.0,69,10
330303,2937,848,100,0.0,85,10
330482,2897,381,100,0.0,39,10
330502,2907,209,100,0.0,21,10
330521,2116,559,100,0.0,56,10
330522,1866,301,100,0.0,31,10
330327,3241,930,100,0.0,93,10
330483,2354,462,100,0.0,47,10
330703,921,254,100,0.0,26,10
330727,423,61,100,0.39,7,10
330523,1657,186,100,0.0,19,10
330624,952,203,100,0.0,21,10
330683,2064,459,100,0.0,46,10
330381,6309,841,100,0.0,85,10
330481,3215,618,100,0.0,62,10
330604,1672,360,100,0.0,36,10
330723,1582,127,100,0.0,13,10
330781,1380,166,100,0.0,17,10
330726,1883,474,100,0.0,48,10
330802,1583,139,100,0.0,14,10
330822,753,143,100,0.0,15,10
330824,675,100,100,0.0,10,10
330825,984,123,100,0.0,13,10
330803,935,50,100,0.5,5,10
330922,208,21,100,1.79,3,10
330783,3539,395,100,0.0,40,10
330603,3752,833,100,0.0,84,10
330602,4592,762,100,0.0,77,10
330784,3130,980,100,0.0,98,10
330902,1076,24,100,1.56,3,10
330702,2706,492,100,0.0,50,10
330881,1057,281,100,0.0,29,10
330681,2988,455,100,0.0,46,10
330782,6190,875,100,0.0,88,10
330903,919,186,100,0.0,19,10
331022,1181,63,100,0.37,7,10
330921,437,109,100,0.0,11,10
331123,538,95,100,0.05,10,10
331122,924,191,100,0.0,20,10
331023,1226,135,100,0.0,14,10
331002,2061,175,100,0.0,18,10
331024,1178,98,100,0.02,10,10
331124,541,94,100,0.06,10,10
331003,1759,249,100,0.0,25,10
331127,211,23,100,2.0,3,10
330282,8815,2891,100,0.0,290,10
331004,1777,253,100,0.0,26,10
331102,1743,329,100,0.0,33,10
331121,1500,206,100,0.0,21,10
331082,2276,385,100,0.0,39,10
331126,434,122,100,0.0,13,10
331125,524,62,100,0.92,7,10
331181,571,86,100,0.14,9,10
331083,1905,315,100,0.0,32,10
340212,742,137,100,0.0,14,10
340122,1100,342,100,0.0,35,10
340202,1261,166,100,0.0,17,10
340104,1391,279,100,0.0,28,10
340209,519,231,100,0.0,24,10
340223,970,271,100,0.0,28,10
340121,985,351,100,0.0,36,10
331081,4608,1261,100,0.0,127,10
340103,1407,545,100,0.0,55,10
340123,936,309,100,0.0,31,10
340181,1130,579,100,0.0,58,10
340102,2224,818,100,0.0,82,10
340207,801,522,100,0.0,53,10
340302,909,509,100,0.0,51,10
340402,443,225,100,0.0,23,10
340405,343,13,100,0.87,2,10
340311,542,258,100,0.0,26,10
340124,1008,532,100,0.0,54,10
340111,1801,768,100,0.0,77,10
340281,1284,819,100,0.0,82,10
340322,1016,403,100,0.0,41,10
340406,638,258,100,0.0,26,10
340506,302,92,100,0.08,10,10
340503,804,81,100,0.19,9,10
340404,931,771,100,0.0,78,10
340522,623,209,100,0.0,21,10
340321,1673,647,100,0.0,65,10
340602,278,93,100,0.07,10,10
340303,1168,540,100,0.0,54,10
340711,166,79,100,0.21,8,10
340621,615,148,100,0.0,15,10
340521,640,321,100,0.0,33,10
340323,1126,383,100,0.0,39,10
340523,707,267,100,0.0,27,10
340706,229,147,100,0.0,15,10
340304,1307,495,100,0.0,50,10
340421,1114,527,100,0.0,53,10
340603,743,282,100,0.0,29,10
340422,936,368,100,0.0,37,10
340504,793,508,100,0.0,51,10
340403,2620,599,100,0.0,60,10
340604,273,194,100,0.0,20,10
340705,792,231,100,0.0,24,10
341004,52,39,52,0.35,4,6
340811,294,198,100,0.0,20,10
340803,352,150,100,0.0,15,10
341003,188,47,100,0.53,5,10
340802,398,227,100,0.0,23,10
341021,460,72,100,0.28,8,10
340827,470,175,100,0.0,18,10
340828,533,243,100,0.0,25,10
341022,261,121,100,0.0,13,10
340722,632,311,100,0.0,32,10
340882,363,207,100,0.0,21,10
341122,540,186,100,0.0,19,10
340881,699,214,100,0.0,22,10
341023,133,80,100,0.2,8,10
341125,1038,461,100,0.0,47,10
340825,603,360,100,0.0,36,10
341024,137,92,100,0.08,10,10
341102,541,399,100,0.0,40,10
341124,566,200,100,0.0,20,10
340822,593,403,100,0.0,41,10
340826,978,327,100,0.0,33,10
341002,606,335,100,0.0,34,10
341103,592,263,100,0.0,27,10
341181,726,362,100,0.0,37,10
341204,640,236,100,0.0,24,10
341202,1522,618,100,0.0,62,10
341504,39,15,39,1.03,2,4
341126,974,364,100,0.0,37,10
341203,659,325,100,0.0,33,10
341182,781,343,100,0.0,35,10
341221,1652,842,100,0.0,85,10
341321,841,260,100,0.0,26,10
341282,703,494,100,0.0,50,10
341503,861,208,100,0.0,21,10
341226,1396,710,100,0.0,71,10
341525,303,68,100,0.32,7,10
341322,1059,574,100,0.0,58,10
341324,1011,520,100,0.0,52,10
341524,724,381,100,0.0,39,10
341502,844,534,100,0.0,54,10
341523,835,240,100,0.0,24,10
341225,1172,542,100,0.0,55,10
341522,1170,233,100,0.0,24,10
341222,1161,624,100,0.0,63,10
341723,418,8,100,0.92,1,10
341323,1226,549,100,0.0,55,10
341722,137,91,100,0.09,10,10
341622,1247,568,100,0.0,57,10
341821,499,166,100,0.0,17,10
341825,174,57,100,0.43,6,10
341823,434,91,100,0.09,10,10
341702,761,354,100,0.0,36,10
341824,298,112,100,0.0,12,10
341721,613,299,100,0.0,30,10
341602,2953,633,100,0.0,64,10
341881,916,307,100,0.0,31,10
350103,1349,520,100,0.0,52,10
341621,2084,1510,100,0.0,151,10
341623,2231,648,100,0.0,65,10
341302,2432,923,100,0.0,93,10
350105,463,273,100,0.0,28,10
350125,219,181,100,0.0,19,10
341802,1103,413,100,0.0,42,10
341882,683,457,100,0.0,46,10
350124,344,246,100,0.0,25,10
350122,681,505,100,0.0,51,10
350123,787,456,100,0.0,46,10
350128,565,243,100,0.0,25,10
350211,1564,327,100,0.0,33,10
350102,1498,1007,100,0.0,101,10
350121,1129,622,100,0.0,63,10
350205,1164,713,100,0.0,72,10
350206,2335,1001,100,0.0,101,10
350111,1827,759,100,0.0,76,10
350213,1396,367,100,0.0,37,10
350404,561,20,100,0.82,2,10
350423,342,60,100,0.45,6,10
350421,373,170,100,0.0,17,10
350424,284,74,100,0.37,8,10
350405,484,142,100,0.0,15,10
350212,1585,634,100,0.0,64,10
350112,1502,901,100,0.0,91,10
350303,1438,597,100,0.0,60,10
350425,569,169,100,0.0,17,10
350104,1975,1681,100,0.0,169,10
350430,422,122,100,0.0,13,10
350428,497,162,100,0.0,17,10
350429,420,178,100,0.0,18,10
350302,1277,769,100,0.0,77,10
350426,639,333,100,0.0,34,10
350305,1127,833,100,0.0,84,10
350504,569,205,100,0.0,21,10
350526,578,233,100,0.0,24,10
350525,618,283,100,0.0,29,10
350502,890,691,100,0.0,70,10
350322,1445,786,100,0.0,79,10
350203,2502,1573,100,0.0,158,10
350505,1276,828,100,0.0,83,10
350304,1721,1454,100,0.0,146,10
350181,2222,1486,100,0.0,149,10
350481,1309,1046,100,0.0,105,10
350603,378,289,100,0.0,29,10
350624,594,193,100,0.0,20,10
350521,2581,1088,100,0.0,109,10
350605,424,273,100,0.0,28,10
350503,1175,861,100,0.0,87,10
350626,381,245,100,0.0,25,10
350629,351,146,100,0.0,15,10
350723,311,208,100,0.0,21,10
350622,878,431,100,0.0,44,10
350722,446,301,100,0.0,31,10
350581,2728,1528,100,0.0,153,10
350721,504,333,100,0.0,34,10
350702,775,437,100,0.0,44,10
350703,570,422,100,0.0,43,10
350725,349,151,100,0.0,16,10
350623,1429,1054,100,0.0,106,10
350524,2234,1619,100,0.0,162,10
350724,230,153,100,0.0,16,10
350628,1110,475,100,0.0,48,10
350627,754,510,100,0.0,51,10
350604,2061,1195,100,0.0,120,10
350781,854,639,100,0.0,64,10
350922,665,396,100,0.0,40,10
350803,843,269,100,0.0,27,10
350782,623,450,100,0.0,45,10
350825,807,559,100,0.0,56,10
350783,1134,771,100,0.0,78,10
350881,749,415,100,0.0,42,10
350602,1855,1535,100,0.0,154,10
350821,1048,310,100,0.0,31,10
350925,297,154,100,0.0,16,10
350824,676,456,100,0.0,46,10
350926,104,47,100,0.66,5,10
350924,361,166,100,0.0,17,10
350921,824,495,100,0.0,50,10
350923,306,212,100,0.0,22,10
350823,979,703,100,0.0,71,10
350902,1178,555,100,0.0,56,10
360112,591,172,100,0.0,18,10
360202,211,93,100,0.07,10,10
360222,173,118,100,0.0,12,10
360124,442,276,100,0.0,28,10
360123,257,181,100,0.0,19,10
360104,791,519,100,0.0,52,10
360313,389,152,100,0.0,16,10
360321,216,22,100,1.78,3,10
360203,674,205,100,0.0,21,10
360402,131,27,100,0.73,3,10
360323,171,90,100,0.1,9,10
350982,1032,469,100,0.0,47,10
360111,1175,814,100,0.0,82,10
350981,1246,824,100,0.0,83,10
360322,391,220,100,0.0,22,10
360281,929,521,100,0.0,53,10
360302,914,399,100,0.0,40,10
360425,457,317,100,0.0,32,10
360103,2194,1179,100,0.0,118,10
360426,313,177,100,0.0,18,10
360429,216,85,100,0.15,9,10
360482,229,46,100,1.32,5,10
360423,547,341,100,0.0,35,10
360428,278,179,100,0.0,18,10
350802,2129,1507,100,0.0,151,10
360121,2170,1227,100,0.0,123,10
360602,620,199,100,0.0,20,10
360481,727,275,100,0.0,28,10
360521,316,202,100,0.0,21,10
360483,447,113,100,0.0,12,10
360430,256,138,100,0.0,14,10
360702,763,357,100,0.0,36,10
360403,1160,688,100,0.0,69,10
360723,172,63,100,0.69,7,10
360703,414,192,100,0.0,20,10
360725,277,194,100,0.0,20,10
360603,482,205,100,0.0,21,10
360722,550,251,100,0.0,26,10
360729,163,71,100,0.37,8,10
360424,876,687,100,0.0,69,10
360681,549,273,100,0.0,28,10
360704,480,224,100,0.0,23,10
360502,673,323,100,0.0,33,10
360726,351,159,100,0.0,16,10
360728,292,219,100,0.0,22,10
360102,3317,1270,100,0.0,127,10
360733,238,127,100,0.0,13,10
360731,506,261,100,0.0,27,10
360724,348,216,100,0.0,22,10
360821,610,84,100,0.16,9,10
360803,306,86,100,0.19,9,10
360735,403,256,100,0.0,26,10
360781,416,287,100,0.0,29,10
360732,476,255,100,0.0,26,10
360783,410,225,100,0.0,23,10
350582,5981,3747,100,0.0,375,10
360823,199,82,100,0.18,9,10
360827,355,113,100,0.0,12,10
360730,547,380,100,0.0,38,10
360802,552,307,100,0.0,31,10
350583,5216,4250,100,0.0,425,10
360824,254,200,100,0.0,20,10
360825,255,95,100,0.05,10,10
360822,475,276,100,0.0,28,10
360881,154,59,100,0.68,6,10
360828,185,117,100,0.0,12,10
360925,172,54,100,1.01,6,10
360924,308,234,100,0.0,24,10
360921,292,124,100,0.0,13,10
360829,293,147,100,0.0,15,10
360734,493,335,100,0.0,34,10
360830,345,96,100,0.04,10,10
360923,464,273,100,0.0,28,10
360926,147,74,100,0.43,8,10
361023,228,25,100,1.87,3,10
361022,106,30,100,1.75,3,10
360826,457,372,100,0.0,38,10
360983,863,90,100,0.1,9,10
360922,406,306,100,0.0,31,10
360982,449,242,100,0.0,25,10
361028,117,36,100,1.31,4,10
361021,241,114,100,0.0,12,10
361025,242,123,100,0.0,13,10
361026,151,79,100,0.21,8,10
361030,281,112,100,0.0,12,10
361027,336,236,100,0.0,24,10
361024,398,204,100,0.0,21,10
361126,251,62,100,0.38,7,10
361123,461,118,100,0.0,12,10
361003,380,202,100,0.0,21,10
361125,263,76,100,0.24,8,10
361102,906,301,100,0.0,31,10
361124,353,116,100,0.0,12,10
361181,319,142,100,0.0,15,10
361129,225,117,100,0.0,12,10
361130,513,181,100,0.0,19,10
361127,485,222,100,0.0,23,10
360902,1280,796,100,0.0,80,10
361002,948,341,100,0.0,35,10
361103,425,148,100,0.0,15,10
361128,571,250,100,0.0,25,10
370113,514,239,100,0.0,24,10
370105,800,2,100,1.76,1,10
360981,1302,824,100,0.0,83,10
370104,609,305,100,0.0,31,10
370126,390,267,100,0.0,27,10
370202,1322,149,100,0.0,15,10
370124,338,170,100,0.0,17,10
370212,532,121,100,0.0,13,10
370115,501,389,100,0.0,39,10
370213,835,11,100,0.89,2,10
370214,1148,129,100,0.0,13,10
370112,966,717,100,0.0,72,10
370281,1906,20,100,0.8,2,10
370102,1226,528,100,0.0,53,10
370302,1025,155,100,0.0,16,10
370116,1598,413,100,0.0,42,10
370114,936,762,100,0.0,77,10
370304,584,78,100,0.22,8,10
370285,846,208,100,0.0,21,10
370203,2184,388,100,0.0,39,10
370303,883,344,100,0.0,35,10
370405,222,55,100,1.05,6,10
370322,276,133,100,0.0,14,10
370306,889,30,100,1.61,3,10
370403,439,208,100,0.0,21,10
370406,276,89,100,0.11,9,10
370404,214,151,100,0.0,16,10
370505,423,43,100,0.67,5,10
370522,387,19,100,0.9,2,10
370402,810,328,100,0.0,33,10
370523,577,192,100,0.0,20,10
370323,877,368,100,0.0,37,10
370305,1066,400,100,0.0,40,10
370321,847,349,100,0.0,35,10
370283,1313,308,100,0.0,31,10
370503,848,323,100,0.0,33,10
370613,554,25,100,0.89,3,10
370611,512,128,100,0.0,13,10
370211,2959,1019,100,0.0,102,10
370215,1978,512,100,0.0,52,10
370602,1332,255,100,0.0,26,10
370502,1932,319,100,0.0,32,10
370686,480,118,100,0.0,12,10
370685,855,38,100,0.62,4,10
370704,506,115,100,0.0,12,10
370614,688,405,100,0.0,41,10
370724,720,3,100,1.44,1,10
370703,617,53,100,0.47,6,10
370725,842,13,100,2.42,2,10
370705,974,1,100,2.93,1,10
370702,632,58,100,0.42,6,10
370782,1131,0,100,2.83,0,10
370687,579,140,100,0.0,14,10
370781,1563,13,100,2.59,2,10
370682,941,487,100,0.0,49,10
370612,612,286,100,0.0,29,10
370786,1249,2,100,2.86,1,10
370827,333,95,100,0.05,10,10
370826,551,181,100,0.0,19,10
370785,1009,231,100,0.0,24,10
370829,653,162,100,0.0,17,10
370481,1495,1280,100,0.0,128,10
370681,752,602,100,0.0,61,10
370831,328,116,100,0.0,12,10
370832,662,93,100,0.07,10,10
370812,695,185,100,0.0,19,10
370784,1073,346,100,0.0,35,10
370828,699,281,100,0.0,29,10
370783,1623,689,100,0.0,69,10
370921,632,194,100,0.0,20,10
370902,1073,92,100,0.08,10,10
370923,814,30,100,0.7,3,10
370881,415,199,100,0.0,20,10
370811,1748,267,100,0.0,27,10
370830,827,626,100,0.0,63,10
370911,582,207,100,0.0,21,10
370982,1051,130,100,0.0,13,10
370883,818,297,100,0.0,30,10
371103,440,56,100,0.44,6,10
371003,1100,166,100,0.0,17,10
370983,1105,291,100,0.0,30,10
371083,897,292,100,0.0,30,10
371121,520,151,100,0.0,16,10
371082,1255,348,100,0.0,35,10
371122,840,74,100,0.26,8,10
371312,1180,164,100,0.0,17,10
371102,798,292,100,0.0,30,10
371321,1258,201,100,0.0,21,10
371002,1623,576,100,0.0,58,10
371322,1032,383,100,0.0,39,10
371326,1180,189,100,0.0,19,10
371329,869,14,100,1.64,2,10
371327,1243,257,100,0.0,26,10
371311,1207,341,100,0.0,35,10
371325,1240,272,100,0.0,28,10
371323,1159,258,100,0.0,26,10
371403,360,7,100,0.93,1,10
371328,604,118,100,0.0,12,10
371422,151,43,100,1.21,5,10
371425,287,25,100,0.75,3,10
371402,754,49,100,1.01,5,10
371324,1498,227,100,0.0,23,10
370683,1552,1291,100,0.0,130,10
371423,264,109,100,0.0,11,10
371426,222,172,100,0.0,18,10
371481,197,84,100,0.16,9,10
371424,291,56,100,0.44,6,10
371482,326,11,100,1.01,2,10
371524,249,58,100,0.42,6,10
371427,299,148,100,0.0,15,10
371525,463,174,100,0.0,18,10
371302,3788,661,100,0.0,67,10
371521,600,273,100,0.0,28,10
371428,276,72,100,0.28,8,10
371603,408,28,100,1.68,3,10
371522,595,249,100,0.0,25,10
371581,436,237,100,0.0,24,10
371503,550,337,100,0.0,34,10
371526,395,266,100,0.0,27,10
371622,276,124,100,0.0,13,10
371625,426,128,100,0.0,13,10
371621,367,154,100,0.0,16,10
371502,1242,460,100,0.0,46,10
371623,400,182,100,0.0,19,10
371723,408,85,100,0.15,9,10
371728,557,148,100,0.0,15,10
371681,676,115,100,0.0,12,10
371726,693,191,100,0.0,20,10
371725,877,204,100,0.0,21,10
371703,561,204,100,0.0,21,10
410106,231,42,100,0.94,5,10
371602,899,401,100,0.0,41,10
410108,426,146,100,0.0,15,10
371722,952,570,100,0.0,57,10
410102,1088,160,100,0.0,16,10
371724,735,559,100,0.0,56,10
371721,1128,549,100,0.0,55,10
371702,2419,724,100,0.0,73,10
410203,306,56,100,0.44,6,10
410181,1509,250,100,0.0,25,10
410204,383,74,100,0.26,8,10
410205,390,7,100,0.97,1,10
410202,334,127,100,0.0,13,10
410185,1256,62,100,0.38,7,10
410222,785,121,100,0.0,13,10
410182,1214,362,100,0.0,37,10
410122,1483,336,100,0.0,34,10
410212,841,185,100,0.0,19,10
410302,283,204,100,0.0,21,10
410103,2017,456,100,0.0,46,10
410304,256,83,100,0.17,9,10
410303,579,119,100,0.0,12,10
410323,307,78,100,0.22,8,10
410104,1578,488,100,0.0,49,10
410183,1816,383,100,0.0,39,10
410308,534,87,100,0.13,9,10
410223,1300,278,100,0.0,28,10
410311,669,128,100,0.0,13,10
410324,428,128,100,0.0,13,10
410105,2162,505,100,0.0,51,10
410307,548,259,100,0.0,26,10
410225,982,371,100,0.0,38,10
410404,71,14,71,1.11,2,8
410221,1262,741,100,0.0,75,10
410325,519,381,100,0.0,39,10
410328,352,193,100,0.0,20,10
410326,521,230,100,0.0,23,10
410184,1810,498,100,0.0,50,10
410305,1425,378,100,0.0,38,10
410481,576,64,100,0.36,7,10
410327,417,180,100,0.0,18,10
410329,710,222,100,0.0,23,10
410403,422,124,100,0.0,13,10
410421,464,229,100,0.0,23,10
410411,433,182,100,0.0,19,10
410402,466,86,100,0.14,9,10
410602,95,3,95,1.75,1,10
410425,691,234,100,0.0,24,10
410506,360,66,100,0.34,7,10
410422,679,363,100,0.0,37,10
410423,949,481,100,0.0,49,10
410621,349,60,100,0.4,6,10
410503,588,166,100,0.0,17,10
410505,564,346,100,0.0,35,10
410603,413,74,100,0.26,8,10
410622,306,66,100,0.34,7,10
410611,613,169,100,0.0,17,10
410502,1316,204,100,0.0,21,10
410704,224,58,100,0.42,6,10
410703,495,59,100,0.41,6,10
410523,1264,378,100,0.0,38,10
410482,1235,669,100,0.0,67,10
410711,687,55,100,0.45,6,10
410702,766,174,100,0.0,18,10
410581,1493,452,100,0.0,46,10
410725,698,178,100,0.0,18,10
410724,522,344,100,0.0,35,10
410527,1309,546,100,0.0,55,10
410726,890,182,100,0.0,19,10
410781,570,240,100,0.0,24,10
410721,1390,183,100,0.0,19,10
410803,395,149,100,0.0,15,10
410804,458,209,100,0.0,21,10
410727,653,311,100,0.0,32,10
410783,735,165,100,0.0,17,10
410802,797,113,100,0.0,12,10
410822,643,228,100,0.0,23,10
410526,2560,756,100,0.0,76,10
410522,3351,552,100,0.0,56,10
410782,1041,531,100,0.0,54,10
410927,555,78,100,0.22,8,10
410922,840,321,100,0.0,33,10
410821,808,267,100,0.0,27,10
410825,741,360,100,0.0,36,10
411003,145,106,100,0.0,11,10
411024,486,150,100,0.0,15,10
410811,1127,317,100,0.0,32,10
410926,1041,271,100,0.0,28,10
411102,420,6,100,1.7,1,10
410883,1079,409,100,0.0,41,10
410923,821,339,100,0.0,34,10
411082,759,79,100,0.21,8,10
410902,1290,531,100,0.0,54,10
411002,1484,363,100,0.0,37,10
410823,1257,630,100,0.0,63,10
411103,324,44,100,0.62,5,10
411025,801,208,100,0.0,21,10
411121,397,37,100,1.0,4,10
411122,664,6,100,1.79,1,10
411104,331,167,100,0.0,17,10
411203,275,187,100,0.0,19,10
411202,947,139,100,0.0,14,10
411281,442,104,100,0.0,11,10
411224,543,204,100,0.0,21,10
411221,853,238,100,0.0,24,10
410882,1083,821,100,0.0,83,10
411282,887,162,100,0.0,17,10
411081,1573,473,100,0.0,48,10
411323,841,52,100,0.48,6,10
411322,1209,395,100,0.0,40,10
411321,633,268,100,0.0,27,10
411324,1548,105,100,0.0,11,10
410928,2008,690,100,0.0,69,10
411330,808,220,100,0.0,22,10
411327,992,347,100,0.0,35,10
411325,1408,333,100,0.0,34,10
411326,1235,488,100,0.0,49,10
411329,1123,417,100,0.0,42,10
411423,850,298,100,0.0,30,10
411328,1173,476,100,0.0,48,10
411424,1323,332,100,0.0,34,10
411421,1063,362,100,0.0,37,10
411302,1745,792,100,0.0,80,10
411381,1944,629,100,0.0,63,10
411403,1074,466,100,0.0,47,10
411402,1278,645,100,0.0,65,10
411422,1183,595,100,0.0,60,10
411523,374,160,100,0.0,16,10
411521,651,143,100,0.0,15,10
411502,823,303,100,0.0,31,10
411425,1209,640,100,0.0,64,10
411522,736,248,100,0.0,25,10
411481,1524,761,100,0.0,77,10
411528,666,191,100,0.0,20,10
411503,910,375,100,0.0,38,10
411524,637,171,100,0.0,18,10
411303,1715,571,100,0.0,58,10
411526,648,131,100,0.0,14,10
411426,1455,483,100,0.0,49,10
411527,637,245,100,0.0,25,10
411622,732,179,100,0.0,18,10
411603,1089,361,100,0.0,37,10
411602,1299,365,100,0.0,37,10
411625,832,516,100,0.0,52,10
411681,619,213,100,0.0,22,10
411624,880,353,100,0.0,36,10
411627,1427,419,100,0.0,42,10
411621,862,372,100,0.0,38,10
411623,1089,752,100,0.0,76,10
411724,1155,390,100,0.0,39,10
411628,832,508,100,0.0,51,10
411721,1339,796,100,0.0,80,10
419001,1484,157,100,0.0,16,10
411723,1381,834,100,0.0,84,10
411729,1103,366,100,0.0,37,10
411726,1764,329,100,0.0,33,10
411525,1677,882,100,0.0,89,10
411725,1210,436,100,0.0,44,10
411728,933,454,100,0.0,46,10
420113,256,57,100,1.15,6,10
420107,1068,56,100,0.44,6,10
420102,3050,216,100,0.0,22,10
420112,1192,64,100,0.36,7,10
420202,453,9,100,1.96,1,10
411727,1501,775,100,0.0,78,10
420114,665,95,100,0.05,10,10
420105,2147,151,100,0.0,16,10
420104,2183,321,100,0.0,33,10
420115,969,109,100,0.0,11,10
420204,401,12,100,2.49,2,10
420203,283,86,100,0.14,9,10
411722,1979,1280,100,0.0,128,10
411702,1740,1144,100,0.0,115,10
420205,83,14,83,2.04,2,9
420111,2039,352,100,0.0,36,10
420103,2970,343,100,0.0,35,10
420322,423,70,100,0.3,7,10
420325,458,31,100,0.69,4,10
420222,804,33,100,0.88,4,10
420106,2413,217,100,0.0,22,10
420504,82,29,82,1.98,3,9
420323,429,64,100,0.68,7,10
420117,802,367,100,0.0,37,10
420304,372,124,100,0.0,13,10
420505,107,25,100,2.03,3,10
420324,240,100,100,0.0,10,10
420503,364,106,100,0.0,11,10
420525,220,35,100,0.88,4,10
420526,212,38,100,1.03,4,10
420281,1043,245,100,0.0,25,10
420116,1824,542,100,0.0,55,10
420506,360,156,100,0.0,16,10
420502,563,248,100,0.0,25,10
420529,210,38,100,1.41,4,10
420583,493,82,100,0.27,9,10
420381,513,326,100,0.0,33,10
420527,403,116,100,0.0,12,10
420528,225,110,100,0.0,11,10
420582,716,173,100,0.0,18,10
420581,330,121,100,0.0,13,10
420626,263,73,100,0.38,8,10
420682,389,76,100,0.24,8,10
420602,939,138,100,0.0,14,10
420303,1185,409,100,0.0,41,10
420624,557,174,100,0.0,18,10
420606,1066,197,100,0.0,20,10
420702,132,31,100,2.13,4,10
420625,661,102,100,0.0,11,10
420802,690,5,100,2.05,1,10
420804,427,0,100,1.53,0,10
420607,861,243,100,0.0,25,10
420703,265,66,100,0.79,7,10
420684,609,168,100,0.0,17,10
420302,2380,436,100,0.0,44,10
420822,381,139,100,0.0,14,10
420881,808,105,100,0.0,11,10
420921,351,53,100,0.47,6,10
420882,628,140,100,0.0,14,10
420923,401,119,100,0.0,12,10
420984,1369,7,100,0.93,1,10
420981,518,135,100,0.0,14,10
421024,237,51,100,0.74,6,10
420922,579,152,100,0.0,16,10
421081,407,83,100,0.17,9,10
420704,977,326,100,0.0,33,10
420683,1084,309,100,0.0,31,10
420982,456,140,100,0.0,14,10
421102,364,25,100,0.75,3,10
421003,932,219,100,0.0,22,10
420902,745,245,100,0.0,25,10
421022,692,194,100,0.0,20,10
421083,572,120,100,0.0,12,10
421124,273,101,100,0.0,11,10
421121,250,145,100,0.0,15,10
421123,287,77,100,0.23,8,10
421122,461,204,100,0.0,21,10
421125,533,182,100,0.0,19,10
421088,572,247,100,0.0,25,10
421126,663,129,100,0.0,13,10
421087,510,178,100,0.0,18,10
421002,3184,439,100,0.0,44,10
421182,688,299,100,0.0,30,10
421222,597,65,100,0.63,7,10
421221,323,104,100,0.0,11,10
421127,736,320,100,0.0,32,10
421181,866,335,100,0.0,34,10
421281,541,184,100,0.0,19,10
421224,501,145,100,0.0,15,10
422825,281,69,100,0.31,7,10
422822,457,111,100,0.0,12,10
421223,609,250,100,0.0,25,10
421381,639,210,100,0.0,21,10
421202,930,340,100,0.0,34,10
422802,975,175,100,0.0,18,10
422828,168,37,100,1.7,4,10
422827,370,107,100,0.0,11,10
422826,348,143,100,0.0,15,10
429005,1048,2,100,1.52,1,10
421321,733,290,100,0.0,29,10
429021,126,42,100,1.37,5,10
421303,1108,411,100,0.0,42,10
422823,524,271,100,0.0,28,10
422801,1195,399,100,0.0,40,10
430103,1678,108,100,0.0,11,10
429006,896,297,100,0.0,30,10
430104,1218,164,100,0.0,17,10
429004,1407,270,100,0.0,27,10
430112,596,278,100,0.0,28,10
430202,1010,135,100,0.0,14,10
430211,729,106,100,0.0,11,10
430225,186,124,100,0.0,13,10
430224,797,85,100,0.15,9,10
430223,714,157,100,0.0,16,10
430181,2291,230,100,0.0,23,10
430204,540,271,100,0.0,28,10
430121,1491,680,100,0.0,68,10
430281,958,234,100,0.0,24,10
430406,314,5,100,1.71,1,10
430105,1503,700,100,0.0,70,10
430382,134,119,100,0.0,12,10
430412,89,12,89,1.55,2,9
430182,1386,631,100,0.0,64,10
430405,499,183,100,0.0,19,10
430407,379,221,100,0.0,23,10
430423,333,34,100,0.76,4,10
430203,1053,818,100,0.0,82,10
430304,891,407,100,0.0,41,10
430302,962,482,100,0.0,49,10
