AdCode,OriginalRows,PerfectRows,RetainedRows,AvgMissingInRetained,PerfectBlocks,FilteredBlocks
430381,793,478,100,0.0,48,10
430111,2240,811,100,0.0,82,10
430102,1828,1170,100,0.0,117,10
430421,678,446,100,0.0,45,10
430321,870,649,100,0.0,65,10
430424,620,330,100,0.0,33,10
430511,186,120,100,0.0,12,10
430408,692,543,100,0.0,55,10
430422,671,463,100,0.0,47,10
430527,333,13,100,1.34,2,10
430426,742,301,100,0.0,31,10
430581,661,5,100,1.04,1,10
430502,630,432,100,0.0,44,10
430529,275,116,100,0.0,12,10
430522,701,292,100,0.0,30,10
430503,679,583,100,0.0,59,10
430482,779,553,100,0.0,56,10
430524,983,247,100,0.0,25,10
430603,398,129,100,0.0,13,10
430523,699,551,100,0.0,56,10
430525,574,393,100,0.0,40,10
430611,229,94,100,0.06,10,10
430621,848,101,100,0.0,11,10
430681,714,93,100,0.07,10,10
430481,1219,575,100,0.0,58,10
430528,604,294,100,0.0,30,10
430623,655,346,100,0.0,35,10
430703,912,57,100,0.43,6,10
430602,1118,404,100,0.0,41,10
430811,53,16,53,0.83,2,6
430722,610,166,100,0.0,17,10
430626,1225,259,100,0.0,26,10
430724,306,125,100,0.0,13,10
430682,603,403,100,0.0,41,10
430721,460,289,100,0.0,29,10
430723,644,225,100,0.0,23,10
430582,1208,642,100,0.0,65,10
430624,1039,347,100,0.0,35,10
430821,622,285,100,0.0,29,10
430802,1053,446,100,0.0,45,10
430822,512,295,100,0.0,30,10
431002,854,69,100,0.34,7,10
430981,659,184,100,0.0,19,10
430725,848,434,100,0.0,44,10
430903,1618,227,100,0.0,23,10
430726,607,402,100,0.0,41,10
430921,814,316,100,0.0,32,10
431022,419,1,100,1.83,1,10
431024,245,0,100,2.45,0,10
431026,311,7,100,3.02,1,10
430781,2418,282,100,0.0,29,10
430922,1250,390,100,0.0,39,10
431027,155,41,100,0.59,5,10
430902,838,674,100,0.0,68,10
431028,305,19,100,0.81,2,10
430702,1338,935,100,0.0,94,10
431023,620,153,100,0.0,16,10
431081,557,59,100,0.41,6,10
431025,353,255,100,0.0,26,10
431123,224,70,100,0.3,7,10
430923,969,672,100,0.0,68,10
431003,743,320,100,0.0,32,10
431122,749,209,100,0.0,21,10
431021,826,313,100,0.0,32,10
431102,994,280,100,0.0,28,10
431125,771,211,100,0.0,22,10
431221,241,114,100,0.0,12,10
431128,741,91,100,0.09,10,10
431226,211,63,100,0.5,7,10
431225,334,207,100,0.0,21,10
431223,368,249,100,0.0,25,10
431227,426,98,100,0.02,10,10
431202,1175,197,100,0.0,20,10
431222,604,343,100,0.0,35,10
431127,1003,341,100,0.0,35,10
431181,1246,267,100,0.0,27,10
431228,425,324,100,0.0,33,10
431230,293,227,100,0.0,23,10
431126,1678,453,100,0.0,46,10
431103,1323,964,100,0.0,97,10
431229,513,295,100,0.0,30,10
431224,691,395,100,0.0,40,10
433122,224,7,100,1.89,1,10
433123,419,5,100,2.27,1,10
433124,401,40,100,0.85,4,10
431281,646,324,100,0.0,33,10
433126,185,50,100,0.66,5,10
431124,1611,847,100,0.0,85,10
433125,218,43,100,0.57,5,10
431321,878,143,100,0.0,15,10
431381,560,208,100,0.0,21,10
433130,550,83,100,0.17,9,10
433101,708,206,100,0.0,21,10
431322,1360,526,100,0.0,53,10
431382,1126,220,100,0.0,22,10
431302,954,298,100,0.0,30,10
433127,588,238,100,0.0,24,10
440203,442,77,100,0.23,8,10
440205,445,45,100,0.55,5,10
440222,208,26,100,0.89,3,10
440106,3077,88,100,0.12,9,10
440105,2732,267,100,0.0,27,10
440103,2608,182,100,0.0,19,10
440117,1619,227,100,0.0,23,10
440204,455,157,100,0.0,16,10
440224,376,188,100,0.0,19,10
440232,209,56,100,0.44,6,10
440112,1211,324,100,0.0,33,10
440233,190,55,100,0.45,6,10
440115,1299,309,100,0.0,31,10
440309,3,0,3,4.0,0,1
440229,402,265,100,0.0,27,10
440281,393,173,100,0.0,18,10
440118,2212,353,100,0.0,36,10
440282,269,152,100,0.0,16,10
440104,2754,569,100,0.0,57,10
440308,300,41,100,1.37,5,10
440113,4308,480,100,0.0,48,10
440114,2680,214,100,0.0,22,10
440111,4619,346,100,0.0,35,10
440512,282,20,100,0.8,2,10
440402,457,101,100,0.0,11,10
440303,3329,245,100,0.0,25,10
440523,134,46,100,0.54,5,10
440305,3510,214,100,0.0,22,10
440404,805,205,100,0.0,21,10
440307,2601,123,100,0.0,13,10
440515,1740,43,100,0.57,5,10
440511,1784,170,100,0.0,17,10
440704,529,181,100,0.0,19,10
440403,1677,625,100,0.0,63,10
440605,2948,246,100,0.0,25,10
440705,1499,445,100,0.0,45,10
440784,927,190,100,0.0,19,10
440513,1760,351,100,0.0,36,10
440607,2408,287,100,0.0,29,10
440781,1636,302,100,0.0,31,10
440811,303,27,100,0.73,3,10
440608,1271,640,100,0.0,64,10
440703,1357,540,100,0.0,54,10
440802,522,72,100,0.28,8,10
440306,8232,603,100,0.0,61,10
440304,3901,1221,100,0.0,123,10
440785,716,554,100,0.0,56,10
440514,1913,1051,100,0.0,106,10
440803,930,223,100,0.0,23,10
440804,429,252,100,0.0,26,10
440507,1686,1260,100,0.0,126,10
440823,823,250,100,0.0,25,10
440604,4532,766,100,0.0,77,10
440783,1851,1232,100,0.0,124,10
441203,255,97,100,0.03,10,10
441223,458,41,100,0.59,5,10
440983,793,121,100,0.0,13,10
440981,704,273,100,0.0,28,10
441202,1011,378,100,0.0,38,10
440883,832,343,100,0.0,35,10
441204,613,135,100,0.0,14,10
440982,955,371,100,0.0,38,10
440881,1156,602,100,0.0,61,10
440882,1417,398,100,0.0,40,10
440904,1467,249,100,0.0,25,10
440902,1163,350,100,0.0,35,10
441225,433,146,100,0.0,15,10
441284,858,77,100,0.23,8,10
441422,224,119,100,0.0,12,10
441224,694,325,100,0.0,33,10
441226,515,191,100,0.0,20,10
441426,168,72,100,0.28,8,10
441427,266,69,100,0.31,7,10
441403,563,172,100,0.0,18,10
441423,330,112,100,0.0,12,10
441324,470,56,100,0.44,6,10
441424,895,203,100,0.0,21,10
440825,992,687,100,0.0,69,10
441303,1062,129,100,0.0,13,10
441402,674,235,100,0.0,24,10
441623,339,53,100,0.47,6,10
441302,2399,167,100,0.0,17,10
441625,494,60,100,0.4,6,10
441624,217,164,100,0.0,17,10
441523,207,15,100,0.89,2,10
441621,613,206,100,0.0,21,10
441602,999,105,100,0.0,11,10
441323,1676,79,100,0.21,8,10
441622,455,155,100,0.0,16,10
441704,628,96,100,0.04,10,10
441481,730,428,100,0.0,43,10
441823,250,36,100,0.64,4,10
441803,499,23,100,1.42,3,10
441721,744,259,100,0.0,26,10
441322,1979,390,100,0.0,39,10
441702,1315,162,100,0.0,17,10
441826,125,36,100,0.64,4,10
441581,734,186,100,0.0,19,10
441825,111,55,100,0.5,6,10
441821,356,129,100,0.0,13,10
441781,778,371,100,0.0,38,10
441882,391,63,100,0.37,7,10
441881,716,139,100,0.0,14,10
445102,424,86,100,0.14,9,10
445222,458,141,100,0.0,15,10
445122,460,145,100,0.0,15,10
445202,1047,110,100,0.0,11,10
445302,924,107,100,0.0,11,10
441521,1285,636,100,0.0,64,10
445322,361,55,100,0.45,6,10
445303,229,205,100,0.0,21,10
445224,795,246,100,0.0,25,10
445203,825,513,100,0.0,52,10
445321,458,340,100,0.0,34,10
441502,4544,857,100,0.0,86,10
450102,1137,246,100,0.0,25,10
445281,2809,333,100,0.0,34,10
450109,368,193,100,0.0,20,10
441802,1586,1197,100,0.0,120,10
450123,286,27,100,1.01,3,10
445381,735,605,100,0.0,61,10
450108,799,255,100,0.0,26,10
450124,443,195,100,0.0,20,10
450107,1742,336,100,0.0,34,10
450105,1308,534,100,0.0,54,10
450125,486,148,100,0.0,15,10
445103,1407,1038,100,0.0,104,10
450110,1234,318,100,0.0,32,10
450126,1090,353,100,0.0,36,10
450202,1310,182,100,0.0,19,10
450224,515,256,100,0.0,26,10
450225,541,108,100,0.0,11,10
450222,939,262,100,0.0,27,10
450302,448,11,100,2.35,2,10
450205,1108,440,100,0.0,44,10
450204,1923,446,100,0.0,45,10
450203,2165,298,100,0.0,30,10
450311,91,14,91,2.77,2,10
450305,789,24,100,1.65,3,10
450226,535,237,100,0.0,24,10
450103,1928,1074,100,0.0,108,10
450223,1447,405,100,0.0,41,10
450312,724,44,100,0.56,5,10
450303,672,286,100,0.0,29,10
450323,358,111,100,0.0,12,10
450304,1205,284,100,0.0,29,10
450327,351,74,100,0.26,8,10
450325,724,134,100,0.0,14,10
450329,273,40,100,0.6,4,10
450321,568,289,100,0.0,29,10
450206,1494,780,100,0.0,78,10
450326,302,135,100,0.0,14,10
440606,9442,3650,100,0.0,365,10
450328,278,110,100,0.0,11,10
450330,468,103,100,0.0,11,10
450381,599,93,100,0.07,10,10
450332,507,147,100,0.0,15,10
450406,323,153,100,0.0,16,10
450423,259,144,100,0.0,15,10
450324,681,386,100,0.0,39,10
450421,292,180,100,0.0,18,10
450405,388,198,100,0.0,20,10
450503,399,111,100,0.0,12,10
450403,670,276,100,0.0,28,10
450512,222,100,100,0.0,10,10
450481,874,235,100,0.0,24,10
450602,399,158,100,0.0,16,10
450422,668,246,100,0.0,25,10
450621,460,11,100,0.89,2,10
450603,436,105,100,0.0,11,10
450681,585,218,100,0.0,22,10
450502,1011,436,100,0.0,44,10
450804,340,71,100,0.29,8,10
450803,589,194,100,0.0,20,10
450703,794,343,100,0.0,35,10
450702,863,359,100,0.0,36,10
450821,1153,115,100,0.0,12,10
450521,1295,365,100,0.0,37,10
450903,278,119,100,0.0,12,10
450921,726,91,100,0.09,10,10
450924,362,53,100,0.47,6,10
450922,1112,189,100,0.0,19,10
450802,1161,554,100,0.0,56,10
450722,892,509,100,0.0,51,10
451003,542,199,100,0.0,20,10
450902,1753,451,100,0.0,46,10
450721,1713,505,100,0.0,51,10
451024,394,114,100,0.0,12,10
450881,1322,779,100,0.0,78,10
451026,292,135,100,0.0,14,10
451027,243,107,100,0.0,11,10
451103,28,24,28,0.04,3,3
450923,1156,363,100,0.0,37,10
451031,389,126,100,0.0,13,10
450981,1071,570,100,0.0,57,10
451082,493,151,100,0.0,16,10
451022,1031,427,100,0.0,43,10
451029,578,302,100,0.0,31,10
451030,565,305,100,0.0,31,10
451123,608,114,100,0.0,12,10
451081,881,216,100,0.0,22,10
451121,596,257,100,0.0,26,10
451202,532,216,100,0.0,22,10
451028,739,479,100,0.0,48,10
451002,991,514,100,0.0,52,10
451223,173,61,100,0.93,7,10
451226,215,20,100,1.39,2,10
451122,835,399,100,0.0,40,10
451224,350,149,100,0.0,15,10
451222,470,199,100,0.0,20,10
451225,365,132,100,0.0,14,10
451221,542,233,100,0.0,24,10
451203,756,280,100,0.0,28,10
451228,384,113,100,0.0,12,10
451322,596,86,100,0.14,9,10
451227,528,187,100,0.0,19,10
451229,278,173,100,0.0,18,10
451321,395,213,100,0.0,22,10
451381,250,71,100,0.55,8,10
451324,327,119,100,0.0,12,10
451423,386,105,100,0.0,11,10
451422,481,182,100,0.0,19,10
451402,509,190,100,0.0,19,10
460105,214,158,100,0.0,16,10
469001,87,2,87,1.17,1,9
460106,1248,19,100,2.48,2,10
451102,2100,1126,100,0.0,113,10
451424,446,146,100,0.0,15,10
460107,631,192,100,0.0,20,10
451481,371,127,100,0.0,13,10
460108,754,7,100,2.17,1,10
451302,1004,399,100,0.0,40,10
451425,375,193,100,0.0,20,10
451421,573,365,100,0.0,37,10
451323,777,470,100,0.0,47,10
469021,130,5,100,2.51,1,10
469005,490,19,100,1.36,2,10
469024,229,14,100,1.29,2,10
469025,95,43,95,0.79,5,10
469029,61,37,61,0.36,4,7
469027,88,0,88,2.84,0,9
469023,440,91,100,0.09,10,10
469026,261,27,100,1.47,3,10
469030,181,50,100,0.75,5,10
469002,427,295,100,0.0,30,10
469028,376,107,100,0.0,11,10
469006,360,230,100,0.0,23,10
469007,378,148,100,0.0,15,10
469022,320,122,100,0.0,13,10
500104,530,244,100,0.0,25,10
500114,512,122,100,0.0,13,10
500102,1298,691,100,0.0,70,10
500109,1594,620,100,0.0,62,10
500111,1159,488,100,0.0,49,10
500117,1419,122,100,0.0,13,10
500107,2921,443,100,0.0,45,10
500110,1319,786,100,0.0,79,10
500115,1048,564,100,0.0,57,10
500113,1909,836,100,0.0,84,10
500152,760,89,100,0.11,9,10
500151,873,21,100,0.79,3,10
500101,2287,1159,100,0.0,116,10
500153,791,100,100,0.0,10,10
500119,775,434,100,0.0,44,10
500106,3645,862,100,0.0,87,10
500108,2416,1150,100,0.0,115,10
500156,379,65,100,0.35,7,10
500229,258,109,100,0.0,11,10
500154,713,407,100,0.0,41,10
500238,276,3,100,0.97,1,10
500118,1449,608,100,0.0,61,10
500237,551,110,100,0.0,11,10
500155,729,438,100,0.0,44,10
500230,596,355,100,0.0,36,10
500120,1177,699,100,0.0,70,10
500242,555,5,100,1.53,1,10
500116,2084,1111,100,0.0,112,10
500241,413,229,100,0.0,23,10
500233,527,381,100,0.0,39,10
500243,489,26,100,0.74,3,10
500231,801,608,100,0.0,61,10
500240,615,378,100,0.0,38,10
500236,621,462,100,0.0,47,10
510108,357,52,100,0.48,6,10
510105,1855,23,100,1.51,3,10
500235,955,660,100,0.0,66,10
510117,302,37,100,0.53,4,10
510113,1348,13,100,0.09,2,10
510104,1674,15,100,0.19,2,10
510115,701,134,100,0.0,14,10
510118,519,26,100,1.19,3,10
510131,262,24,100,1.03,3,10
510112,1952,275,100,0.0,28,10
510129,626,1,100,2.17,1,10
500103,3988,2021,100,0.0,203,10
510304,361,89,100,0.11,9,10
510303,290,10,100,0.9,1,10
510184,1147,114,100,0.0,12,10
510181,1515,347,100,0.0,35,10
441900,14289,5126,100,0.0,513,10
510311,183,44,100,0.56,5,10
510121,999,379,100,0.0,38,10
510183,1291,312,100,0.0,32,10
510107,2509,1034,100,0.0,104,10
510322,637,159,100,0.0,16,10
510321,607,350,100,0.0,35,10
510182,1474,737,100,0.0,74,10
510114,1968,1033,100,0.0,104,10
510421,388,82,100,0.18,9,10
442000,12154,7879,100,0.0,788,10
510185,1005,648,100,0.0,65,10
510422,440,22,100,0.78,3,10
510411,624,180,100,0.0,18,10
510403,496,310,100,0.0,31,10
510522,393,68,100,0.32,7,10
510302,919,684,100,0.0,69,10
510503,465,205,100,0.0,21,10
510402,990,659,100,0.0,66,10
510603,1204,9,100,1.82,1,10
510683,589,3,100,1.26,1,10
510604,311,262,100,0.0,27,10
510116,2838,937,100,0.0,94,10
510504,744,91,100,0.09,10,10
510623,817,52,100,0.48,6,10
510681,860,15,100,0.85,2,10
510682,625,31,100,0.69,4,10
510723,301,57,100,0.43,6,10
510705,153,92,100,0.08,10,10
510722,803,23,100,0.77,3,10
510811,178,11,100,0.9,2,10
510727,190,118,100,0.0,12,10
510726,161,110,100,0.0,11,10
510812,174,36,100,1.15,4,10
510524,828,313,100,0.0,32,10
510106,3881,1609,100,0.0,161,10
510521,842,579,100,0.0,58,10
510725,400,304,100,0.0,31,10
510821,246,165,100,0.0,17,10
510822,316,127,100,0.0,13,10
510525,642,481,100,0.0,49,10
510823,356,156,100,0.0,16,10
510824,344,200,100,0.0,20,10
510904,277,129,100,0.0,13,10
510704,649,427,100,0.0,43,10
510923,387,35,100,0.65,4,10
510921,287,85,100,0.15,9,10
510903,956,153,100,0.0,16,10
510703,1292,504,100,0.0,51,10
511113,43,1,43,1.07,1,5
511112,213,101,100,0.0,11,10
511111,219,115,100,0.0,12,10
510802,1212,500,100,0.0,50,10
511024,521,115,100,0.0,12,10
511129,147,25,100,1.09,3,10
511123,363,124,100,0.0,13,10
510781,998,603,100,0.0,61,10
511126,363,98,100,0.02,10,10
511132,126,45,100,0.66,5,10
511124,236,102,100,0.0,11,10
511133,112,53,100,0.56,6,10
511102,858,127,100,0.0,13,10
511083,545,275,100,0.0,28,10
510981,749,489,100,0.0,49,10
511011,656,389,100,0.0,39,10
511304,377,30,100,0.77,3,10
511322,352,84,100,0.16,9,10
511381,449,21,100,0.79,3,10
511325,349,16,100,0.37,2,10
511181,444,144,100,0.0,15,10
511025,813,566,100,0.0,57,10
510502,1560,1312,100,0.0,132,10
511324,374,165,100,0.0,17,10
511403,407,49,100,0.51,5,10
511402,983,56,100,0.44,6,10
511321,692,194,100,0.0,20,10
511424,274,12,100,1.37,2,10
511303,443,123,100,0.0,13,10
511425,219,30,100,1.02,3,10
511302,1088,281,100,0.0,29,10
511323,368,144,100,0.0,15,10
511423,672,188,100,0.0,19,10
511526,508,9,100,0.56,1,10
511529,451,5,100,1.5,1,10
511524,514,60,100,0.4,6,10
511503,392,72,100,0.28,8,10
511421,804,333,100,0.0,34,10
511528,469,20,100,0.85,2,10
511622,382,11,100,0.89,2,10
511523,559,325,100,0.0,33,10
511527,464,92,100,0.08,10,10
511603,135,53,100,0.95,6,10
511621,555,80,100,0.2,8,10
511681,232,45,100,0.55,5,10
511502,1158,331,100,0.0,34,10
511525,799,411,100,0.0,42,10
511623,596,82,100,0.18,9,10
511802,436,103,100,0.0,11,10
511602,552,376,100,0.0,38,10
511723,284,151,100,0.0,16,10
511724,598,97,100,0.03,10,10
511803,240,86,100,0.14,9,10
511822,247,59,100,0.41,6,10
511825,221,30,100,0.7,3,10
511781,222,106,100,0.0,11,10
511722,494,146,100,0.0,15,10
511725,405,48,100,0.52,5,10
511703,531,364,100,0.0,37,10
511827,80,12,80,1.05,2,8
511824,201,117,100,0.0,12,10
513201,62,12,62,2.02,2,7
511826,209,23,100,0.77,3,10
513221,87,8,87,2.46,1,9
511922,261,12,100,2.29,2,10
511823,267,188,100,0.0,19,10
511921,369,95,100,0.05,10,10
511923,404,8,100,0.92,1,10
511702,731,493,100,0.0,50,10
513226,25,4,25,2.4,1,3
512022,439,102,100,0.0,11,10
513225,58,4,58,1.36,1,6
513222,84,3,84,0.57,1,9
513228,31,4,31,2.0,1,4
513227,45,4,45,1.98,1,5
513224,61,18,61,1.59,2,7
513233,52,8,52,1.38,1,6
513223,118,10,100,0.7,1,10
513232,32,11,32,1.06,2,4
513230,45,2,45,2.2,1,5
513324,25,9,25,0.68,1,3
511903,201,105,100,0.0,11,10
513325,30,9,30,0.97,1,3
513323,29,9,29,1.03,1,3
511902,909,40,100,0.6,4,10
513322,59,5,59,2.1,1,6
513330,26,0,26,2.35,0,3
513327,29,4,29,1.69,1,3
513329,18,1,18,1.11,1,2
513326,44,3,44,1.64,1,5
513301,130,8,100,1.48,1,10
513338,3,1,3,2.33,1,1
513336,17,1,17,1.47,1,2
513337,20,7,20,0.55,1,2
513335,28,1,28,2.71,1,3
513332,32,1,32,1.97,1,4
513231,76,8,76,1.57,1,8
513333,31,1,31,2.58,1,4
513331,36,5,36,1.61,1,4
513334,49,16,49,0.78,2,5
512002,854,347,100,0.0,35,10
513422,61,17,61,1.1,2,7
513328,139,4,100,2.13,1,10
370103,137699,11884,100,0.0,1189,10
513423,224,2,100,2.38,1,10
513424,270,4,100,1.67,1,10
513428,80,2,80,1.88,1,8
513429,187,5,100,2.06,1,10
513427,167,40,100,0.6,4,10
513432,89,7,89,1.7,1,9
513431,417,7,100,1.44,1,10
513426,292,37,100,0.66,4,10
512021,746,544,100,0.0,55,10
513402,382,17,100,1.12,2,10
513430,106,3,100,1.49,1,10
513435,223,0,100,1.86,0,10
513434,281,27,100,0.75,3,10
513436,133,25,100,0.9,3,10
513433,340,7,100,1.58,1,10
513437,242,38,100,0.62,4,10
520112,140,54,100,0.6,6,10
513401,766,185,100,0.0,19,10
520113,733,137,100,0.0,14,10
520121,304,174,100,0.0,18,10
520281,151,102,100,0.0,11,10
520122,299,153,100,0.0,16,10
520201,1458,46,100,1.44,5,10
520324,363,51,100,0.49,6,10
520123,533,255,100,0.0,26,10
520115,775,538,100,0.0,54,10
520325,118,34,100,1.42,4,10
520326,188,50,100,0.73,5,10
520327,55,27,55,0.44,3,6
520303,884,55,100,0.52,6,10
520323,522,170,100,0.0,17,10
520204,586,308,100,0.0,31,10
520322,480,117,100,0.0,12,10
520203,716,347,100,0.0,35,10
520329,222,25,100,1.48,3,10
520328,526,63,100,0.64,7,10
520181,765,531,100,0.0,54,10
520330,495,107,100,0.0,11,10
520381,364,80,100,0.2,8,10
520424,212,109,100,0.0,11,10
520403,418,103,100,0.0,11,10
520423,218,93,100,0.07,10,10
520425,149,52,100,0.54,6,10
520111,1506,765,100,0.0,77,10
520402,1361,196,100,0.0,20,10
520526,366,47,100,0.53,5,10
520382,810,369,100,0.0,37,10
520422,361,230,100,0.0,23,10
520603,189,60,100,0.4,6,10
520527,396,277,100,0.0,28,10
520103,3310,905,100,0.0,91,10
520621,281,52,100,0.49,6,10
520523,743,328,100,0.0,33,10
520525,459,382,100,0.0,39,10
520624,309,100,100,0.0,10,10
520524,1002,311,100,0.0,32,10
520622,218,126,100,0.0,13,10
520625,352,99,100,0.01,10,10
520623,306,158,100,0.0,16,10
520521,621,246,100,0.0,25,10
520581,1199,298,100,0.0,30,10
520302,1581,1228,100,0.0,123,10
520627,327,69,100,0.31,7,10
520628,531,36,100,0.92,4,10
520626,371,205,100,0.0,21,10
520502,952,649,100,0.0,65,10
522326,262,115,100,0.0,12,10
522327,217,110,100,0.0,11,10
522323,281,101,100,0.0,11,10
522324,284,130,100,0.0,13,10
522325,350,141,100,0.0,15,10
522623,273,102,100,0.0,11,10
520602,814,648,100,0.0,65,10
522302,477,277,100,0.0,28,10
522624,318,67,100,0.33,7,10
522622,194,131,100,0.0,14,10
522626,277,47,100,0.53,5,10
522328,405,184,100,0.0,19,10
522630,106,40,100,0.92,4,10
522629,195,67,100,0.29,7,10
522635,275,36,100,0.64,4,10
520102,3195,1820,100,0.0,182,10
522636,152,31,100,0.89,4,10
522628,216,122,100,0.0,13,10
522625,308,232,100,0.0,24,10
522634,203,68,100,0.38,7,10
522627,445,152,100,0.0,16,10
522631,574,128,100,0.0,13,10
522601,1019,335,100,0.0,34,10
522632,318,172,100,0.0,18,10
522722,235,23,100,0.09,3,10
522633,267,193,100,0.0,20,10
522701,380,102,100,0.0,11,10
511002,8884,1845,100,0.0,185,10
522727,180,48,100,0.58,5,10
522702,339,193,100,0.0,20,10
522732,236,80,100,0.2,8,10
522729,265,45,100,0.69,5,10
522728,371,117,100,0.0,12,10
522725,489,191,100,0.0,20,10
530114,614,5,100,1.14,1,10
522731,324,210,100,0.0,21,10
530124,260,26,100,1.17,3,10
522730,352,155,100,0.0,16,10
522723,336,229,100,0.0,23,10
530115,387,22,100,1.41,3,10
530127,230,105,100,0.0,11,10
530303,252,51,100,0.57,6,10
530111,2143,70,100,0.3,7,10
530113,793,340,100,0.0,34,10
530304,111,62,100,0.57,7,10
530126,562,170,100,0.0,17,10
522726,412,297,100,0.0,30,10
522301,1352,962,100,0.0,97,10
530103,1400,290,100,0.0,29,10
530302,505,208,100,0.0,21,10
530181,1277,108,100,0.0,11,10
530322,536,180,100,0.0,18,10
530125,685,483,100,0.0,49,10
530326,307,108,100,0.0,11,10
530424,191,51,100,0.84,6,10
530423,571,51,100,0.49,6,10
530324,561,228,100,0.0,23,10
530403,261,106,100,0.0,11,10
530129,740,518,100,0.0,52,10
530426,196,20,100,1.13,2,10
530323,497,254,100,0.0,26,10
530128,708,540,100,0.0,54,10
530425,182,32,100,0.94,4,10
530427,220,88,100,0.12,9,10
530325,363,274,100,0.0,28,10
530428,267,40,100,0.65,4,10
530602,162,69,100,0.31,7,10
530622,406,6,100,1.24,1,10
530621,189,29,100,0.93,3,10
530524,497,89,100,0.11,9,10
530624,96,6,96,2.58,1,10
530402,1147,152,100,0.0,16,10
530623,175,24,100,2.03,3,10
530523,372,54,100,0.8,6,10
530625,148,11,100,2.21,2,10
530481,276,87,100,0.13,9,10
530381,650,402,100,0.0,41,10
530112,2061,735,100,0.0,74,10
530681,70,0,70,2.1,0,7
530626,90,25,90,1.63,3,9
530521,468,168,100,0.0,17,10
530724,80,33,80,0.51,4,8
530702,67,12,67,0.49,2,7
530627,668,20,100,0.8,2,10
530629,171,44,100,1.39,5,10
530721,99,32,99,1.85,4,10
530628,187,52,100,0.48,6,10
530502,805,364,100,0.0,37,10
530723,206,58,100,0.42,6,10
530822,303,84,100,0.16,9,10
530826,95,54,95,0.44,6,10
530824,404,9,100,1.71,1,10
530821,286,165,100,0.0,17,10
530829,127,35,100,0.53,4,10
530102,2410,1353,100,0.0,136,10
530581,896,431,100,0.0,44,10
530825,200,151,100,0.0,16,10
530722,187,144,100,0.0,15,10
530921,157,90,100,0.1,9,10
530827,186,76,100,0.24,8,10
530924,150,14,100,1.67,2,10
530923,145,60,100,0.66,6,10
530927,194,30,100,1.47,3,10
530922,211,128,100,0.0,13,10
532322,127,1,100,2.35,1,10
530823,298,263,100,0.0,27,10
530902,515,230,100,0.0,23,10
532323,157,22,100,0.78,3,10
530925,184,93,100,0.07,10,10
532327,117,4,100,2.3,1,10
530926,350,80,100,0.2,8,10
532328,277,47,100,0.53,5,10
530828,343,215,100,0.0,22,10
530802,489,439,100,0.0,44,10
532324,133,95,100,0.05,10,10
532325,183,83,100,0.17,9,10
532329,248,101,100,0.0,11,10
532501,376,119,100,0.0,12,10
532302,249,139,100,0.0,14,10
532326,267,171,100,0.0,18,10
532301,730,180,100,0.0,18,10
532531,147,22,100,1.71,3,10
532523,112,29,100,1.51,3,10
532525,220,51,100,0.8,6,10
532528,188,141,100,0.0,15,10
532532,151,50,100,0.61,5,10
532530,246,163,100,0.0,17,10
532504,423,142,100,0.0,15,10
532623,127,24,100,1.17,3,10
532527,260,220,100,0.0,22,10
532524,346,234,100,0.0,24,10
532502,343,206,100,0.0,21,10
532626,306,27,100,0.73,3,10
532922,113,64,100,0.49,7,10
532622,421,189,100,0.0,19,10
532625,332,141,100,0.0,15,10
532624,224,144,100,0.0,15,10
532529,574,200,100,0.0,20,10
532627,454,198,100,0.0,20,10
532928,115,8,100,1.69,1,10
532601,737,370,100,0.0,37,10
532628,285,101,100,0.0,11,10
532925,170,139,100,0.0,14,10
532929,122,73,100,0.37,8,10
532923,363,157,100,0.0,16,10
532822,790,235,100,0.0,24,10
532926,164,86,100,0.14,9,10
532927,314,113,100,0.0,12,10
532931,139,31,100,0.35,4,10
532503,792,596,100,0.0,60,10
532823,482,243,100,0.0,25,10
532924,333,259,100,0.0,26,10
532930,182,165,100,0.0,17,10
532932,137,96,100,0.04,10,10
533102,389,73,100,0.27,8,10
533324,65,15,65,0.97,2,7
540104,7,5,7,0.29,1,1
540122,5,0,5,1.8,0,1
540121,11,4,11,0.91,1,2
533124,470,24,100,0.76,3,10
540123,2,1,2,0.5,1,1
533123,385,67,100,0.33,7,10
540124,2,1,2,0.5,1,1
533401,130,40,100,1.7,4,10
540103,64,28,64,0.64,3,7
533323,89,47,89,0.8,5,9
533422,71,21,71,0.89,3,8
540127,7,2,7,0.71,1,1
533325,162,12,100,1.72,2,10
533301,149,33,100,0.56,4,10
540229,2,0,2,0.0,0,1
540221,13,5,13,0.92,1,2
540228,4,1,4,1.25,1,1
540227,13,5,13,1.08,1,2
540225,9,2,9,1.22,1,1
540230,7,3,7,0.57,1,1
540233,3,0,3,2.67,0,1
540231,6,2,6,0.67,1,1
540226,14,3,14,1.07,1,2
533423,88,14,88,0.86,2,9
540223,14,5,14,0.86,1,2
540224,20,4,20,1.8,1,2
540232,10,1,10,1.6,1,1
540234,2,2,2,0.0,1,1
540235,3,1,3,0.67,1,1
540236,9,2,9,1.22,1,1
540237,1,1,1,0.0,1,1
540324,8,2,8,0.75,1,1
540327,9,1,9,0.89,1,1
533122,259,211,100,0.0,22,10
540322,14,2,14,1.0,1,2
540325,15,1,15,1.2,1,2
540323,15,6,15,0.73,1,2
532801,1175,571,100,0.0,58,10
540329,4,0,4,1.0,0,1
